,match_place,la,lo
burmstraete,Burgstaden,51.367052,11.874996
brugstraete,Burgstaden,51.367052,11.874996
burchstrate,Burgstaden,51.367052,11.874996
burchstraet,Burgstaden,51.367052,11.874996
bruchstraete,Burgstaden,51.367052,11.874996
sinte martens,Sinte Maertens,52.773641,4.744849
sinte maertens,Sinte Maertens,52.773641,4.744849
sinte marten,Sinte Maertens,52.773641,4.744849
ste martens,Sinte Maertens,52.773641,4.744849
tsinte martens,Sinte Maertens,52.773641,4.744849
tsinte maertens,Sinte Maertens,52.773641,4.744849
ste marten,Sinte Maertens,52.773641,4.744849
st marten,Sinte Maertens,52.773641,4.744849
st martens,Sinte Maertens,52.773641,4.744849
st martin,Sinte Maertens,52.773641,4.744849
meenen,Megenen,51.824176,5.567456
meenene,Megenen,51.824176,5.567456
hofpoortje,Hezelpoort,51.848398,5.85704
hofpoortjen,Hezelpoort,51.848398,5.85704
hof poortje,Hezelpoort,51.848398,5.85704
hofpoorte,Hezelpoort,51.848398,5.85704
hofpoortie,Hezelpoort,51.848398,5.85704
hofpoort,Hezelpoort,51.848398,5.85704
hoff poortjen,Hezelpoort,51.848398,5.85704
hofpoortien,Hezelpoort,51.848398,5.85704
hof poortien,Hezelpoort,51.848398,5.85704
hooftpoort,Hezelpoort,51.848398,5.85704
hoofdpoort,Hezelpoort,51.848398,5.85704
holpoort,Hezelpoort,51.848398,5.85704
hooft port,Hezelpoort,51.848398,5.85704
hoofd poort,Hezelpoort,51.848398,5.85704
artoys,Arys,53.809878,21.947225
arthoys,Arys,53.809878,21.947225
steenwijck,Steenwijck,52.78694,6.116357
steenwijk,Steenwijck,52.78694,6.116357
steenwiick,Steenwijck,52.78694,6.116357
steendijck,Steenwijck,52.78694,6.116357
artois,Amethis,53.366864,7.206328
artoijs,Amethis,53.366864,7.206328
arthois,Amethis,53.366864,7.206328
artoeijs,Amethis,53.366864,7.206328
arthoijs,Amethis,53.366864,7.206328
aerthois,Amethis,53.366864,7.206328
aerthuis,Amethis,53.366864,7.206328
parma,Parum,53.547466,11.190984
normandijen,Niemandsvriend,51.823494,4.749223
normandeijen,Niemandsvriend,51.823494,4.749223
noormandijen,Niemandsvriend,51.823494,4.749223
normandije,Niemandsvriend,51.823494,4.749223
normandien,Niemandsvriend,51.823494,4.749223
noormandien,Niemandsvriend,51.823494,4.749223
normandie,Niemandsvriend,51.823494,4.749223
noormandie,Niemandsvriend,51.823494,4.749223
normandyen,Niemandsvriend,51.823494,4.749223
noemandien,Niemandsvriend,51.823494,4.749223
outsterweel,Oosterzee,52.84289108534412,5.7258460164103475
ousterweel,Oosterzee,52.84289108534412,5.7258460164103475
oustreweel,Oosterzee,52.84289108534412,5.7258460164103475
oosterweel,Oosterzee,52.84289108534412,5.7258460164103475
hoochpoorte,Hoopte,53.394957,10.171896
hooch-poorte,Hoopte,53.394957,10.171896
hoochporte,Hoopte,53.394957,10.171896
hoochpoort,Hoopte,53.394957,10.171896
lissebon,Lissabon,38.7077507,-9.1365919
lijssebon,Lissabon,38.7077507,-9.1365919
liessebon,Lissabon,38.7077507,-9.1365919
lissabon,Lissabon,38.7077507,-9.1365919
lisebone,Lissabon,38.7077507,-9.1365919
lisbone,Lissabon,38.7077507,-9.1365919
lisbon,Lissabon,38.7077507,-9.1365919
lisbona,Lissabon,38.7077507,-9.1365919
dambrugge,Bambrugge,52.246558,4.990185
dambrugghe,Bambrugge,52.246558,4.990185
"""d'ambrugge""",Bambrugge,52.246558,4.990185
"""d'ambrugghe""",Bambrugge,52.246558,4.990185
dambrughe,Bambrugge,52.246558,4.990185
"""d' ambrugghe""",Bambrugge,52.246558,4.990185
bambrugghe,Bambrugge,52.246558,4.990185
deventer,Deventer,52.24369146620555,6.160148485657345
deventere,Deventer,52.24369146620555,6.160148485657345
deventre,Deventer,52.24369146620555,6.160148485657345
princenhof,Princenhage,51.577252,4.739231
princen hof,Princenhage,51.577252,4.739231
princen hoof,Princenhage,51.577252,4.739231
princen hoff,Princenhage,51.577252,4.739231
prinsen hof,Princenhage,51.577252,4.739231
prinsen hoff,Princenhage,51.577252,4.739231
kercke van sinte baefs,,,
kercke van ste baefs,,,
kercke van st baefs,,,
kercke van bte baefs,,,
voorkercke van sinte baefs,,,
de kercke van ste baefs,,,
kercke van ste donaes,,,
kercke van st donaes,,,
kercke van ste niclaes,,,
kercke van ste nicolaes,,,
kercke van ste nicolaus,,,
kercke van ste nicolais,,,
kercke van st niclais,,,
kercke van ste nicolaijs,,,
kercke van sente niclaus,,,
kercke van st  niclais,,,
kercke van ste nicol,,,
kerck van st niclais,,,
kercke van sinte nicolaeijs,,,
kercke van ste nico,,,
kercke van sinte nicolaijs,,,
kercke van st nico,,,
kerckhof van st nicolais,,,
de kercke van st nicolais,,,
petercellepoorte,,,
petercelle poorte,,,
peter cellepoorte,,,
petercellie poorte,,,
peterceliepoorte,,,
percellepoorte,,,
peterzelle poorte,,,
petercelli-poorte,,,
petercelie poorte,,,
percelle poorte,,,
petreceliepoorte,,,
pedercelie poorte,,,
coorenleije,Pogorzelice,54.499037,17.633285
cooren leije,Pogorzelice,54.499037,17.633285
cooreleije,Pogorzelice,54.499037,17.633285
coore leije,Pogorzelice,54.499037,17.633285
chooreleije,Pogorzelice,54.499037,17.633285
coorelije,Pogorzelice,54.499037,17.633285
damme,Damme,53.396627,14.666529
assendelft,Assendelft,52.48528354272561,4.766244933020018
asendelft,Assendelft,52.48528354272561,4.766244933020018
francfort,Frankfort,50.110394,8.682175
francqfort,Frankfort,50.110394,8.682175
franckfort,Frankfort,50.110394,8.682175
francfoort,Frankfort,50.110394,8.682175
franfort,Frankfort,50.110394,8.682175
franckfoort,Frankfort,50.110394,8.682175
frankfort,Frankfort,50.110394,8.682175
vranckfort,Frankfort,50.110394,8.682175
frankfoort,Frankfort,50.110394,8.682175
franckfurt,Frankfort,50.110394,8.682175
latijnsche,Linse,51.984044,9.538792
latijnssche,Linse,51.984044,9.538792
latijnse,Linse,51.984044,9.538792
latijns,Linse,51.984044,9.538792
latijne,Linse,51.984044,9.538792
latijnen,Linse,51.984044,9.538792
latijn,Linse,51.984044,9.538792
mercxem,Merxem,51.241309,4.439331
merxem,Merxem,51.241309,4.439331
ghedeele,Gherdeler,52.955744,8.024155
gehedeele,Gherdeler,52.955744,8.024155
gedeele,Gherdeler,52.955744,8.024155
ghedeele v,Gherdeler,52.955744,8.024155
delfland,Delft,51.974011586315775,4.383862417419751
delftland,Delft,51.974011586315775,4.383862417419751
delflant,Delft,51.974011586315775,4.383862417419751
delfflant,Delft,51.974011586315775,4.383862417419751
donderstraete,Dorestate,51.972613,5.345177
donder straete,Dorestate,51.972613,5.345177
don-derstraete,Dorestate,51.972613,5.345177
"""d'onderstraete""",Dorestate,51.972613,5.345177
donderstrate,Dorestate,51.972613,5.345177
onderstraete,Dorestate,51.972613,5.345177
onderstrate,Dorestate,51.972613,5.345177
mets,Mense,51.441402,9.760138
ments,Mense,51.441402,9.760138
mens,Mense,51.441402,9.760138
montfoort,Montfoort,52.03457718490451,4.956565478034123
montfort,Montfoort,52.03457718490451,4.956565478034123
monfoort,Montfoort,52.03457718490451,4.956565478034123
montfoord,Montfoort,52.03457718490451,4.956565478034123
mondfoort,Montfoort,52.03457718490451,4.956565478034123
mon foort,Montfoort,52.03457718490451,4.956565478034123
montfoorde,Montfoort,52.03457718490451,4.956565478034123
noord holland,Noorthorn,53.261135,6.394923
noordholland,Noorthorn,53.261135,6.394923
noort holland,Noorthorn,53.261135,6.394923
noord-holland,Noorthorn,53.261135,6.394923
noord -  holland,Noorthorn,53.261135,6.394923
noordhollander,Noorthorn,53.261135,6.394923
noortholland,Noorthorn,53.261135,6.394923
noorthollandt,Noorthorn,53.261135,6.394923
noorthollant,Noorthorn,53.261135,6.394923
noort hollant,Noorthorn,53.261135,6.394923
noorthollandse,Noorthorn,53.261135,6.394923
noorthollantsze,Noorthorn,53.261135,6.394923
de heerlijkheijd van purmerende,,,
der heerlijkheijd van purmerende,,,
deze heerlijkheijd van purmerende,,,
de heer¬ lijkheijd van purmerende,,,
deze heerelijkheijd van purmerende,,,
de heerlijkh van purmerende,,,
de hooge heerlijkheijd van purmerende,,,
de vreije heerlijkheijd van purmerende,,,
de heerlijkheijd van purm,,,
de stadt en heerlijkheijd van purmerende,,,
heerlijkh van purmerende,,,
heerl van purmerende,,,
heerlijkh purmerend,,,
de vreije heerlijkl van purmerende,,,
onser steede en heerlijkheijd van purmerende,,,
onse steeden en heerlijkheijd van purmerendes,,,
onser steede en heerlijkheden van purmerende,,,
grevelinghe,Gropelinge,51.996257,7.993958
grevelinghen,Gropelinge,51.996257,7.993958
grevelijnghe,Gropelinge,51.996257,7.993958
grevelinge,Gropelinge,51.996257,7.993958
grevelijnghen,Gropelinge,51.996257,7.993958
grevelynghe,Gropelinge,51.996257,7.993958
grevelingen,Gropelinge,51.996257,7.993958
grevelynghen,Gropelinge,51.996257,7.993958
grevelijngen,Gropelinge,51.996257,7.993958
cuelen,Clene,50.795373,8.994455
cuelens,Clene,50.795373,8.994455
cuelene,Clene,50.795373,8.994455
berchem,Berchem,51.193206,4.421276
sinte baefs kercke,Streefkerk,51.91751305597911,4.820763132113825
sinte baefs  kercke,Streefkerk,51.91751305597911,4.820763132113825
sente baefs kercke,Streefkerk,51.91751305597911,4.820763132113825
ste baefs kercke,Streefkerk,51.91751305597911,4.820763132113825
sente baefs keercke,Streefkerk,51.91751305597911,4.820763132113825
ste baefskercke,Streefkerk,51.91751305597911,4.820763132113825
st baefs kercke,Streefkerk,51.91751305597911,4.820763132113825
sente donaes keercke,Streefkerk,51.91751305597911,4.820763132113825
synte donaers kercke,Streefkerk,51.91751305597911,4.820763132113825
st donaes kercke,Streefkerk,51.91751305597911,4.820763132113825
hulst,Hulst,51.294538701413245,4.05381885403656
merlebeke,Meerbeke,50.981056,4.571772
meirlebeke,Meerbeke,50.981056,4.571772
meerlebeke,Meerbeke,50.981056,4.571772
meeirlebeke,Meerbeke,50.981056,4.571772
muelebeke,Meerbeke,50.981056,4.571772
meulebeke,Meerbeke,50.981056,4.571772
meeirlebekle,Meerbeke,50.981056,4.571772
meerelbeke,Meerbeke,50.981056,4.571772
meerelbeeke,Meerbeke,50.981056,4.571772
meerelbecke,Meerbeke,50.981056,4.571772
merrelbeke,Meerbeke,50.981056,4.571772
meullebeke,Meerbeke,50.981056,4.571772
meulebecke,Meerbeke,50.981056,4.571772
ruremonde,Ruremonde,51.195619,5.985689
rurremonde,Ruremonde,51.195619,5.985689
rurmonde,Ruremonde,51.195619,5.985689
ruremunde,Ruremonde,51.195619,5.985689
rueremunde,Ruremonde,51.195619,5.985689
rumunde,Ruremonde,51.195619,5.985689
remunde,Ruremonde,51.195619,5.985689
schalwijckerpoort,,,
scalwijckerpoort,,,
schalckwijckerpoort,,,
scalwijcker poort,,,
scalkwijckerpoort,,,
scaliwijckerpoort,,,
schalickwijckerpoort,,,
schalckwijcker poort,,,
scalckwijckerpoort,,,
scalckwijcker poort,,,
hasselt,Hasselt,52.58622788511231,6.086027232512442
buijksloot,Buiksloot,52.40614831425937,4.935177783905693
oost indien,Oostende,51.2258565,2.919496
oostindien,Oostende,51.2258565,2.919496
oost indie,Oostende,51.2258565,2.919496
oost indise,Oostende,51.2258565,2.919496
oostindie,Oostende,51.2258565,2.919496
oostindise,Oostende,51.2258565,2.919496
oostindische,Oostende,51.2258565,2.919496
oost indische,Oostende,51.2258565,2.919496
oostindisch,Oostende,51.2258565,2.919496
oost indiesche,Oostende,51.2258565,2.919496
oost-indisch,Oostende,51.2258565,2.919496
cales,Cale,50.802638,11.5886
caeles,Cale,50.802638,11.5886
vaert,Valbert,51.120034,7.754166
wormer,Wormer,52.52277817364078,4.786935364369964
candia,Candau,57.036173,22.776767
kruijtmoolen,Mortmolen,53.779575,10.916168
kruijtmoolens,Mortmolen,53.779575,10.916168
kruijtmolen,Mortmolen,53.779575,10.916168
kruijdmoolen,Mortmolen,53.779575,10.916168
kruijdmoolens,Mortmolen,53.779575,10.916168
oostlandt,Oosterland,51.67248801991031,4.055855656772415
oostlant,Oosterland,51.67248801991031,4.055855656772415
oostland,Oosterland,51.67248801991031,4.055855656772415
oostelant,Oosterland,51.67248801991031,4.055855656772415
oost lant,Oosterland,51.67248801991031,4.055855656772415
oestlandt,Oosterland,51.67248801991031,4.055855656772415
oostenlant,Oosterland,51.67248801991031,4.055855656772415
oistlant,Oosterland,51.67248801991031,4.055855656772415
west indien,Wrestide,52.902087,10.569683
westindien,Wrestide,52.902087,10.569683
west indie,Wrestide,52.902087,10.569683
westijndien,Wrestide,52.902087,10.569683
west indiën,Wrestide,52.902087,10.569683
west indise,Wrestide,52.902087,10.569683
westindie,Wrestide,52.902087,10.569683
westindise,Wrestide,52.902087,10.569683
westindse,Wrestide,52.902087,10.569683
westindische,Wrestide,52.902087,10.569683
west indische,Wrestide,52.902087,10.569683
west indiesche,Wrestide,52.902087,10.569683
gorinchem,Gorinchem,51.8528240975577,4.954095137034034
gorichem,Gorinchem,51.8528240975577,4.954095137034034
gorrichem,Gorinchem,51.8528240975577,4.954095137034034
gornichem,Gorinchem,51.8528240975577,4.954095137034034
gorinchen,Gorinchem,51.8528240975577,4.954095137034034
gorchem,Gorinchem,51.8528240975577,4.954095137034034
gornichum,Gorinchem,51.8528240975577,4.954095137034034
groot bretaingien,Gottingen,51.532781,9.935188
groot bretaeingien,Gottingen,51.532781,9.935188
groot bretaingen,Gottingen,51.532781,9.935188
groot britaingien,Gottingen,51.532781,9.935188
groot bretaeingie,Gottingen,51.532781,9.935188
groot britaingnien,Gottingen,51.532781,9.935188
groot brietaignien,Gottingen,51.532781,9.935188
groot bretagie,Gottingen,51.532781,9.935188
groot brietaignen,Gottingen,51.532781,9.935188
groot brietagnien,Gottingen,51.532781,9.935188
groot britagnien,Gottingen,51.532781,9.935188
groot britannie,Gottingen,51.532781,9.935188
zutphen,Zutphen,52.124436986234954,6.184223065579416
zutphaen,Zutphen,52.124436986234954,6.184223065579416
zutfphen,Zutphen,52.124436986234954,6.184223065579416
zuijtphen,Zutphen,52.124436986234954,6.184223065579416
de beemster,Beemster,52.6052126439222,4.933284247838399
ziericzee,Ziericzee,51.649648,3.921261
zierickzee,Ziericzee,51.649648,3.921261
ziriczee,Ziericzee,51.649648,3.921261
zirriczee,Ziericzee,51.649648,3.921261
zierixzee,Ziericzee,51.649648,3.921261
zierikzee,Ziericzee,51.649648,3.921261
ziericxee,Ziericzee,51.649648,3.921261
ziericsee,Ziericzee,51.649648,3.921261
zierickze,Ziericzee,51.649648,3.921261
zirckzee,Ziericzee,51.649648,3.921261
zirkzee,Ziericzee,51.649648,3.921261
sirckzee,Ziericzee,51.649648,3.921261
sirckxzee,Ziericzee,51.649648,3.921261
zirxzee,Ziericzee,51.649648,3.921261
zirixee,Ziericzee,51.649648,3.921261
zieriksee,Ziericzee,51.649648,3.921261
ilpendam,Ilpendam,52.47199903336115,4.976890917753226
ilpendams,Ilpendam,52.47199903336115,4.976890917753226
ilpendm,Ilpendam,52.47199903336115,4.976890917753226
ilpendam e,Ilpendam,52.47199903336115,4.976890917753226
ulpendam,Ilpendam,52.47199903336115,4.976890917753226
ilpend,Ilpendam,52.47199903336115,4.976890917753226
het casteel,Heczstede,51.64712,11.514076
het kasteel,Heczstede,51.64712,11.514076
eet casteel,Heczstede,51.64712,11.514076
eet castel,Heczstede,51.64712,11.514076
schiedamse poort,,,
schiedamse poorte,,,
sciedamse poort,,,
schiedamsepoort,,,
schiedamse port,,,
schiedams poort,,,
schiedamsche poort,,,
schiedamse dijkpoort,,,
zijlpoort,Nijepoort,51.935317,4.868541
fuuijck,Cuijck,51.729092,5.881727
fuuijcke,Cuijck,51.729092,5.881727
fuijck,Cuijck,51.729092,5.881727
fuijcke,Cuijck,51.729092,5.881727
st omair,Stemeke,52.746025,10.600627
ste omair,Stemeke,52.746025,10.600627
st omars,Stemeke,52.746025,10.600627
st omaer,Stemeke,52.746025,10.600627
ste omaer,Stemeke,52.746025,10.600627
ste omaers,Stemeke,52.746025,10.600627
ste omer,Stemeke,52.746025,10.600627
ste omeer,Stemeke,52.746025,10.600627
st omer,Stemeke,52.746025,10.600627
sente omaers,Stemeke,52.746025,10.600627
rouwaen,Rune,53.821131,11.938876
rouwanen,Rune,53.821131,11.938876
rowaen,Rune,53.821131,11.938876
rouaen,Rune,53.821131,11.938876
rouanen,Rune,53.821131,11.938876
rowaenen,Rune,53.821131,11.938876
rouaenen,Rune,53.821131,11.938876
rouane,Rune,53.821131,11.938876
rouan,Rune,53.821131,11.938876
rouaan,Rune,53.821131,11.938876
roowaen,Rune,53.821131,11.938876
roaen,Rune,53.821131,11.938876
ruaen,Rune,53.821131,11.938876
zeevangk,Zedenick,52.979362,13.332409
zeevangks,Zedenick,52.979362,13.332409
zee vangk,Zedenick,52.979362,13.332409
zeevank,Zedenick,52.979362,13.332409
zeevang,Zedenick,52.979362,13.332409
zee vangks,Zedenick,52.979362,13.332409
zeevanck,Zedenick,52.979362,13.332409
"""s'graven brugghe""",Glanenbrugge,52.215512,6.970343
"""s' graven brugghe""",Glanenbrugge,52.215512,6.970343
sgraven brugghe,Glanenbrugge,52.215512,6.970343
"""s'gravenbrugghe""",Glanenbrugge,52.215512,6.970343
"""s' graeven brugghe""",Glanenbrugge,52.215512,6.970343
"""s' gravenbrugghe""",Glanenbrugge,52.215512,6.970343
sgravenbrugghe,Glanenbrugge,52.215512,6.970343
"""t' graven brugghe""",Glanenbrugge,52.215512,6.970343
"""s' ghaven brugghe""",Glanenbrugge,52.215512,6.970343
sgraevenbrugghe,Glanenbrugge,52.215512,6.970343
"""s'graven-brugge""",Glanenbrugge,52.215512,6.970343
graven brugghe,Glanenbrugge,52.215512,6.970343
gravenbrugghe,Glanenbrugge,52.215512,6.970343
graven-brugghe,Glanenbrugge,52.215512,6.970343
westquartier,Westari,51.268348,9.962473
westquartiere,Westari,51.268348,9.962473
westquaertier,Westari,51.268348,9.962473
west-quartier,Westari,51.268348,9.962473
west quartier,Westari,51.268348,9.962473
dwestquartier,Westari,51.268348,9.962473
west qwaertier,Westari,51.268348,9.962473
wijnstraat,Wijnandsrade,50.91563537116664,5.911755563425972
wijn straat,Wijnandsrade,50.91563537116664,5.911755563425972
wijnstraet,Wijnandsrade,50.91563537116664,5.911755563425972
lijnstraat,Wijnandsrade,50.91563537116664,5.911755563425972
wijn straet,Wijnandsrade,50.91563537116664,5.911755563425972
venloo,Venloon,51.626972,5.073694
venloon,Venloon,51.626972,5.073694
venlo,Venloon,51.626972,5.073694
portugijsen,Vorthuijsen,52.187098,5.60728
portuguijsen,Vorthuijsen,52.187098,5.60728
portugeijsen,Vorthuijsen,52.187098,5.60728
portugiesen,Vorthuijsen,52.187098,5.60728
portugijs,Vorthuijsen,52.187098,5.60728
portuguijs,Vorthuijsen,52.187098,5.60728
portogueijsen,Vorthuijsen,52.187098,5.60728
portogeijsen,Vorthuijsen,52.187098,5.60728
poortugiesen,Vorthuijsen,52.187098,5.60728
portuguesen,Vorthuijsen,52.187098,5.60728
portuguysen,Vorthuijsen,52.187098,5.60728
genua,Genua,44.40726,8.9338624
dicxsmude,Leimuiden,52.22955646752108,4.742639117884664
dicxmude,Leimuiden,52.22955646752108,4.742639117884664
dycxsmude,Leimuiden,52.22955646752108,4.742639117884664
dixmude,Leimuiden,52.22955646752108,4.742639117884664
dicxmuijde,Leimuiden,52.22955646752108,4.742639117884664
dixmuijde,Leimuiden,52.22955646752108,4.742639117884664
dixmuijden,Leimuiden,52.22955646752108,4.742639117884664
purmerland,Purmerland,52.481443,4.925932
purmerlande,Purmerland,52.481443,4.925932
purmer-land,Purmerland,52.481443,4.925932
purmerlanders,Purmerland,52.481443,4.925932
nieubrugghe,Nieuwebrug,52.488953,6.423947
nieu brugghe,Nieuwebrug,52.488953,6.423947
nieubrugge,Nieuwebrug,52.488953,6.423947
nieuwebrugge,Nieuwebrug,52.488953,6.423947
nieuwerbrugge,Nieuwebrug,52.488953,6.423947
niuwerbrugge,Nieuwebrug,52.488953,6.423947
niwerbrugge,Nieuwebrug,52.488953,6.423947
niwerbrugghe,Nieuwebrug,52.488953,6.423947
meghen,Meghlen,50.796892,5.927066
megen,Meghlen,50.796892,5.927066
megens,Meghlen,50.796892,5.927066
meegen,Meghlen,50.796892,5.927066
keijserpoorte,Nierporte,51.935317,4.868541
keijser poorte,Nierporte,51.935317,4.868541
keiserpoorte,Nierporte,51.935317,4.868541
keiserpoort,Nierporte,51.935317,4.868541
keyserpoorte,Nierporte,51.935317,4.868541
keyserspoorte,Nierporte,51.935317,4.868541
keyserspoort,Nierporte,51.935317,4.868541
keysers poort,Nierporte,51.935317,4.868541
elsaeten,Elspete,52.29141,5.788364
elsaten,Elspete,52.29141,5.788364
elsatien,Elspete,52.29141,5.788364
alsatien,Elspete,52.29141,5.788364
sarasijnen,Strinen,51.744479,4.551934
casteel van antwerpen,,,
casteele van antwerpen,,,
casteel  van antwerpen,,,
kasteel van antwerpen,,,
"""'t kasteel van antwerpen""",,,
